Time	Score	Hips	Spine		Neck		LeftUpperArm	LeftLowerArm	LeftHand				RightUpperArm	RightLowerArm	RightHand				LeftUpperLeg	LeftLowerLeg	LeftFoot		RightUpperLeg	RightLowerLeg	RightFoot		LeftShoulder	RightShoulder	Upper Lip Raiser	Jaw Lowerer	Lip Stretcher L	Lip Stretcher R	Brow Lowerer L	Brow Lowerer R	Lip Corner Depressor L	Lip Corner Depressor R	Eyelid Closed L	Eyelid Closed R	
00:00:19.4766939	9730	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.2, 0.3)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 0.9, 0.1)	(0.2, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.1, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.4771939	9730	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.2, 0.3)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 0.9, 0.1)	(0.2, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.1, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.5597455	9782	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 0.9, 0.1)	(0.1, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.5607460	9782	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 0.9, 0.1)	(0.1, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.5612472	9782	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 0.9, 0.1)	(0.1, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.6563097	9835	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.6568101	9835	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.6578110	9835	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(0.2, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.2, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.7392103	9895	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.7402099	9895	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.8227656	9947	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.8237669	9947	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.8242661	9947	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.9043205	10000	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.9048201	10000	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.9908776	10051	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.9913777	10051	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:19.9923777	10051	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:20.0869434	10105	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:20.0884419	10105	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.1, 0.0)	(0.0, 1.1, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2225251	0.3312912	0.01433284	0	0.1485387	0.1485387	0.02763698	0	0.01321666	0.457082
00:00:20.1699963	10166	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2619011	0.2392409	0.01134168	0	0.4939515	0.4939515	0.01449463	0.29309	0.2143968	0.2433531
00:00:20.1709964	10166	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2619011	0.2392409	0.01134168	0	0.4939515	0.4939515	0.01449463	0.29309	0.2143968	0.2433531
00:00:20.1714976	10166	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.2)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2619011	0.2392409	0.01134168	0	0.4939515	0.4939515	0.01449463	0.29309	0.2143968	0.2433531
00:00:20.2608681	10218	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.4256611	0.2046618	0.01774997	0	0.7133481	0.7133481	0.01753853	0.01739446	0.4399017	0.4966736
00:00:20.2618686	10218	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.4256611	0.2046618	0.01774997	0	0.7133481	0.7133481	0.01753853	0.01739446	0.4399017	0.4966736
00:00:20.2623703	10218	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.2)				(-0.1, 0.9, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.4256611	0.2046618	0.01774997	0	0.7133481	0.7133481	0.01753853	0.01739446	0.4399017	0.4966736
00:00:20.3444239	10275	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.3)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.3545535	0.2029402	0	0.0158497	0.5941617	0.5941617	0.02451246	0.02063168	0.4915457	0.4725
00:00:20.3454235	10275	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.1, 0.3)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.3545535	0.2029402	0	0.0158497	0.5941617	0.5941617	0.02451246	0.02063168	0.4915457	0.4725
00:00:20.4444911	10328	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.2, 0.3)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.3541329	0.2605577	0.0147856	0.02587178	0.5599675	0.5599675	0.009235123	0.01867841	0.4160806	0.4701211
00:00:20.4454904	10328	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.2, 0.3)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.3541329	0.2605577	0.0147856	0.02587178	0.5599675	0.5599675	0.009235123	0.01867841	0.4160806	0.4701211
00:00:20.4459929	10328	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.2, 0.3)				(-0.1, 1.0, 0.1)	(-0.1, 0.5, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.3541329	0.2605577	0.0147856	0.02587178	0.5599675	0.5599675	0.009235123	0.01867841	0.4160806	0.4701211
00:00:20.5325492	10391	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2765807	0.2186018	0	0.02434721	0.5779788	0.5779788	0.0167404	0.02263297	0.4473042	0.4524044
00:00:20.5330484	10391	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2765807	0.2186018	0	0.02434721	0.5779788	0.5779788	0.0167404	0.02263297	0.4473042	0.4524044
00:00:20.5335496	10391	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.2, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.2765807	0.2186018	0	0.02434721	0.5779788	0.5779788	0.0167404	0.02263297	0.4473042	0.4524044
00:00:20.6188961	10446	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.3410853	0.1736285	0.006169516	0.01227741	0.6826642	0.6826642	0.0195587	0.008567585	0.3954257	0.6471015
00:00:20.6198941	10446	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.3410853	0.1736285	0.006169516	0.01227741	0.6826642	0.6826642	0.0195587	0.008567585	0.3954257	0.6471015
00:00:20.7058458	10500	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.1, 1.4, 0.0)	0.4846691	0.19688	0	0.0474459	0.5357946	0.5357946	0.007657113	0.01425061	0.4646891	0.4397774
00:00:20.7068466	10500	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.1, 1.4, 0.0)	0.4846691	0.19688	0	0.0474459	0.5357946	0.5357946	0.007657113	0.01425061	0.4646891	0.4397774
00:00:20.7073454	10500	(0.0, 1.0, 0.1)	(0.0, 1.1, 0.1)		(0.0, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.1)	(-0.1, 1.2, 0.3)				(0.2, 1.4, 0.0)	(0.3, 1.2, 0.1)	(0.0, 1.2, 0.2)				(-0.1, 1.0, 0.1)	(-0.1, 0.6, 0.2)	(-0.1, 0.1, 0.2)		(0.1, 1.0, 0.1)	(0.1, 0.6, 0.2)	(0.1, 0.1, 0.2)		(-0.1, 1.4, 0.0)	(0.1, 1.4, 0.0)	0.4846691	0.19688	0	0.0474459	0.5357946	0.5357946	0.007657113	0.01425061	0.4646891	0.4397774
