Time	Score	Hips	Spine		Neck		LeftUpperArm	LeftLowerArm	LeftHand				RightUpperArm	RightLowerArm	RightHand				LeftUpperLeg	LeftLowerLeg	LeftFoot		RightUpperLeg	RightLowerLeg	RightFoot		LeftShoulder	RightShoulder	Upper Lip Raiser	Jaw Lowerer	Lip Stretcher L	Lip Stretcher R	Brow Lowerer L	Brow Lowerer R	Lip Corner Depressor L	Lip Corner Depressor R	Eyelid Closed L	Eyelid Closed R	
00:00:00.3904073	246	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.2, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, -0.1)	(0.4, 1.4, 0.0)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.4759529	305	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.2, 1.2, 0.2)	(0.0, 1.2, 0.2)				(0.1, 1.4, -0.1)	(0.4, 1.4, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 0.9, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.4769542	305	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.2, 1.2, 0.2)	(0.0, 1.2, 0.2)				(0.1, 1.4, -0.1)	(0.4, 1.4, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 0.9, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.4779546	305	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.2, 1.2, 0.2)	(0.0, 1.2, 0.2)				(0.1, 1.4, -0.1)	(0.4, 1.4, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 0.9, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.5750197	360	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.2, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, -0.1)	(0.3, 1.4, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.1)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.2, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.5755189	360	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.2, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, -0.1)	(0.3, 1.4, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.1)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.2, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.5765202	360	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.2, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, -0.1)	(0.3, 1.4, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.1)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.2, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.6680919	422	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, -0.1)	(0.3, 1.3, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.1)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.6690924	422	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, -0.1)	(0.3, 1.3, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.1)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.6695941	422	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, -0.1)	(0.3, 1.3, -0.1)	(0.1, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(-0.1, 0.7, 0.1)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.5, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.7586411	480	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.2, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 0.9, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.7596415	480	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.2, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 0.9, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.7606440	480	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.2, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.2, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 0.9, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 1.0, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.8547052	537	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.2, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 0.9, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.8562065	537	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.3, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.2, 1.5, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 0.9, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.9591368	598	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.9601373	598	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.9606365	598	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:00.9611381	598	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.0)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.0456940	663	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.1)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.5, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.0471953	663	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(-0.1, 1.5, 0.1)		(-0.2, 1.4, 0.0)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.3)				(0.1, 1.4, 0.0)	(0.3, 1.3, -0.1)	(0.5, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(-0.1, 1.0, 0.4)	(-0.1, 0.7, 0.0)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.1330319	718	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.1)		(-0.2, 1.4, 0.1)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.2)				(0.1, 1.4, 0.0)	(0.4, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 0.8, 0.8)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.1340320	718	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.1)		(-0.2, 1.4, 0.1)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.2)				(0.1, 1.4, 0.0)	(0.4, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 0.8, 0.8)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.1345345	718	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.1)		(-0.2, 1.4, 0.1)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.2)				(0.1, 1.4, 0.0)	(0.4, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 0.8, 0.8)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.0, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.2245934	773	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.1)		(-0.2, 1.4, 0.1)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.2)				(0.1, 1.4, 0.0)	(0.4, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 0.9, 0.4)	(-0.1, 0.6, 0.1)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.1, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.2255927	773	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.1)		(-0.2, 1.4, 0.1)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.2)				(0.1, 1.4, 0.0)	(0.4, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 0.9, 0.4)	(-0.1, 0.6, 0.1)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.1, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.2260935	773	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.1)		(-0.2, 1.4, 0.1)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.2)				(0.1, 1.4, 0.0)	(0.4, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 0.9, 0.4)	(-0.1, 0.6, 0.1)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.1, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.0)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
00:00:01.3081480	830	(0.0, 1.0, 0.0)	(0.0, 1.1, 0.0)		(0.0, 1.5, 0.1)		(-0.2, 1.4, 0.1)	(-0.3, 1.2, 0.2)	(0.0, 1.1, 0.2)				(0.1, 1.4, 0.0)	(0.4, 1.3, -0.1)	(0.4, 1.1, 0.0)				(-0.1, 0.9, 0.0)	(0.0, 0.9, 0.4)	(0.0, 0.8, 0.8)		(0.1, 0.9, 0.0)	(0.0, 1.0, 0.4)	(0.0, 1.1, 0.8)		(-0.1, 1.4, 0.0)	(0.0, 1.4, 0.1)	0.5759933	0	0.0007750987	0.03139279	0.4565392	0.4565392	0.006776682	0.2046254	0.6561552	0.8829184,\
